company,title,job_title,job_summary,city,state,state1,region
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
Nextdoor,Data Scientist,Data Science Manager,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",San Francisco,CA, California,West
GreatCall,Data Engineer,Data Science Software Engineer,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,San Diego,CA, California,West
ViaSat,Data Engineer,Industrial Engineering - Data Science,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Carlsbad,CA, California,West
Chan Zuckerberg Initiative,Data Engineer,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,Redwood City,CA, California,West
